word,freq
entiende,1
entendi,1
enshittified,1
enroute,1
enrolled,1
enrich,1
enraged,1
enojado,1
enjoyed,1
engaged,1
engañosos,1
enforced,1
endereços,1
encuentran,1
encubridores,1
encourages,1
encourage,1
empurrar,1
emptor,1
empresa,1
empowers,1
employyes,1
employs,1
employee,1
empezar,1
emergencies,1
embarrassment,1
embarque,1
embargo,1
embarassing,1
emailing,1
else's,1
eligibility,1
elderly,1
eitherway,1
egoistic,1
eficaz,1
efficiency,1
edited,1
editable,1
eastern,1
earned,1
duration,1
durante,1
ducking,1
dubious,1
dubble,1
dsputes,1
dryvers,1
drriver,1
drivier,1
driveway,1
drivers'll,1
drivera,1
driver’s,1
drinks,1
driect,1
dreadful,1
dragging,1
downwads,1
downside,1
downgraded,1
downgrade,1
doubtful,1
doubling,1
dorothy,1
doorstep,1
donwload,1
done_now,1
donald,1
don't_know,1
dominicana,1
dominant,1
dollara,1
dokhaaaaa,1
doings,1
dogshit,1
doesn’t,1
documento,1
documentation,1
dobles,1
doblando,1
divise,1
divers,1
diverging,1
diver's,1
disturbing,1
distressed,1
distinctly,1
distant,1
distancia,1
distanation,1
dissolve,1
dissatisfied.on,1
disreputable,1
disputing,1
disputes,1
disponível,1
displays,1
dispatched,1
dislikes,1
dislike,1
disheartening,1
disheartened,1
disgusted,1
disguised,1
disfunctional,1
discussion,1
discussed,1
discuss,1
discriminatory,1
discrepancies,1
discreetly,1
discouraged,1
disconnecting,1
discard,1
disastrous,1
disapponited,1
disapointing,1
disapointed,1
disable,1
direto,1
direcionadas,1
dinâmico,1
dinámicas,1
dikhaye,1
dikhakar,1
digitally,1
difficulty,1
difficulties,1
diferentes,1
difícil,1
diesnt,1
didnot,1
diario,1
dhund.na,1
dhukiye,1
dhikha,1
devuelve,1
devolvieron,1
devloped,1
devier,1
devenit,1
development,1
developers,1
developed,1
determine,1
detect,1
detalle,1
destroyed,1
despues,1
despise,1
desnecessários,1
desmadre,1
desktop,1
desisntalé,1
desinstalando,1
desinstalé,1
designar,1
deshonestos,1
desgraça,1
deselected,1
deseas,1
desear,1
descuento,1
descorteses,1
desconto,1
desconectan,1
descargar,1
desapareció,1
desafortunadamente,1
deployed,1
depends,1
dependiendo,1
dependant,1
depatures,1
departare,1
denuncia,1
dentro,1
demorar,1
demorando,1
demoran,1
demoram,1
democracy,1
demeritado,1
demands,1
demanded,1
demande,1
demais,1
deliverer,1
delivered.i,1
delievery,1
deliberately,1
deliberate,1
delaware,1
del.costo,1
dejarme,1
deixem,1
deixar,1
deixam,1
deiver,1
dehati,1
degree,1
degrading,1
definition,1
defined,1
deficiente,1
default,1
deeply,1
deducts,1
deductions,1
deduction,1
decreased,1
decorrência,1
declining,1
decisions,1
decipher,1
decides,1
deception,1
decepcionante,1
decepcionado,1
deceiving,1
debits,1
debilitating,1
debido,1
deberian,1
deberia,1
debería,1
deactivate,1
davenport,1
daunting,1
dashboard,1
dangerously,1
danger,1
damned,1
damage,1
dallas,1
dabayaa,1
d'avoir,1
cynical,1
cylinders,1
cycled,1
cyberterrorists,1
cutomers,1
custumer,1
custumar,1
customs,1
customer.uber,1
custkmer,1
cursele,1
cuntyness,1
cumishan,1
cumenzi,1
culprits,1
cuidado,1
cuestión,1
cuentas,1
cualquier,1
ct8803,1
crying,1
cruzar,1
crucial,1
crowded,1
critical,1
crisis,1
criminals,1
creeps,1
credito,1
credited,1
creditcards,1
creates,1
creasca,1
crawling,1
crashed,1
cramming,1
cradock,1
cracking,1
covers,1
covering,1
coverage,1
coustmer,1
county,1
countless,1
counting,1
counted,1
costumers,1
costar,1
costando,1
corrupted,1
corrigir,1
corresponding,1
correo,1
correcto,1
correcting,1
cornerstone,1
copyrighted,1
copied,1
coordinate,1
cooperative,1
convinced,1
convince,1
conveyance,1
convert,1
conversion,1
conversatia,1
conventional,1
conveniently,1
controls,1
controlled,1
controler,1
continuoulsy,1
continuem,1
continual,1
continúan,1
contest,1
contar,1
contain,1
contactarse,1
consultation,1
constumer,1
constructed,1
consolation,1
consequence,1
consegue,1
consecutive,1
consecuencia,1
connectivity,1
congratulations,1
congratulating,1
congestion,1
confusão,1
confronted,1
conflicts,1
confirmo,1
confirmacion,1
confidently,1
confiar,1
conference,1
conduct,1
condomínio,1
concurrence,1
concorrências,1
concert,1
concentration,1
concentrate,1
concent,1
comunista,1
comunicarse,1
computer,1
compte,1
compromissos,1
comprobante,1
comprado,1
complicity,1
completly,1
completes,1
completa,1
complaint.charge,1
complains,1
compitators,1
competitivo,1
competitive,1
competidores,1
competent,1
competencia,1
compensating,1
compelled,1
compay,1
comparison,1
comparing,1
comparar,1
comparación,1
company's,1
compan̈ia,1
compaint,1
commuters,1
commuter,1
communication,1
communicates,1
communicated,1
commonly,1
committing,1
committed,1
comming,1
commence,1
command,1
coming.in,1
comida,1
comfortable,1
cometiendo,1
comenzó,1
começar,1
come.refer,1
colsed,1
colossal,1
colorado,1
coloquei,1
colombianos,1
colocou,1
colocan,1
colocam,1
coloca,1
colocó,1
collegues,1
college,1
collection,1
collecting,1
colleagues,1
colleague,1
coffee,1
cobros,1
cobren,1
cobrarse,1
cobrarme,1
cobrança,1
cobram,1
cobrada,1
coaching,1
clownshow,1
clothes,1
closures,1
closure,1
clientes,1
clicked,1
cleared,1
cleans,1
cleaning,1
classing,1
classic,1
clarify,1
circus,1
circumstance,1
cineva,1
cierras,1
cientos,1
ciekawe,1
chutiya,1
church's,1
chupinchina,1
christmas,1
chosen,1
choosy,1
choking,1
chofer,1
children,1
chetha,1
chesthadu,1
chequei,1
cheper,1
chennai,1
chegou,1
chegar,1
chegada,1
chauffeurs,1
chatting,1
chatbots,1
chatbot,1
chargeing,1
chargeed,1
charge.very,1
channels,1
channelling,1
channel,1
chamar,1
challenging,1
chalke,1
chaire,1
chaging,1
chóferes,1
chófer,1
certinho,1
certian,1
certain,1
cerrarían,1
century,1
centric,1
centavos,1
cellular,1
celebration,1
celebrate,1
caveat,1
cavazos,1
causando,1
causado,1
caught,1
catching,1
castle,1
casino,1
cashless,1
cashier's,1
casetas,1
carteira,1
carrying,1
carriles,1
carrigeway,1
cargos,1
cargada,1
careless,1
caracter,1
car.so,1
caption,1
captin,1
captian,1
captains,1
capitalising,1
capital,1
capacity,1
cancled,1
cancelthe,1
cancelo,1
cancelletion,1
cancelles,1
cancellation.i,1
canceles,1
canceld,1
cancelations,1
cancelarme,1
cancelaram,1
cancelando,1
cancelamos,1
cancelamentos,1
cancelamento,1
cancelados,1
canceladas,1
cancelaciónes,1
camplen,1
camera,1
cambio,1
cambian,1
cambia,1
cambié,1
callkarne,1
callback,1
calculations,1
cabeça,1
cab.they,1
bycicle,1
buttons,1
busstand,1
busier,1
buscarme,1
buscábamos,1
bus.train,1
buffalo,1
buckled,1
bucharest,1
brought,1
brothers,1
brokers,1
broken,1
brocken,1
bringing,1
brindando,1
briefcase,1
bribery,1
breakup,1
breaking,1
breakfast,1
brazilian,1
brazil,1
boyfriend,1
boycott,1
bounds,1
bounces,1
bounce,1
bottomline,1
bottom,1
bothered,1
bother,1
boring,1
borderline,1
bookola,1
bookinv,1
bombard,1
bolt.i,1
bologna,1
bodies,1
bochulo,1
bleeding,1
blatant,1
blaming,1
blackout,1
bkwassssssssss,1
biting,1
binding,1
billions,1
bilive,1
bikers,1
biggie,1
bhopal,1
bharose,1
bharosa,1
bharni,1
bharasa,1
bhadwe,1
bettet,1
betray,1
berlin,1
benifit,1
benefit,1
